"interaction_id","customer_id","lead_id","interaction_dt","channel","subject","details","listing_id","outcome"
192,44,NULL,"2025-06-06 00:10:29.38519","call","Military already blue police cover wonder.","Knowledge four catch sea building nor drop. Partner tend citizen score parent these over.
Democratic vote rather be culture. Form keep particularly air American control.
Sit system news capital economic high. Wait give tell window kind. Positive have who apply.
Human lay west you paper. Prevent popular sea rest car that him design.",66,"negative"
193,168,317,"2025-10-25 19:36:01.914173","call","Nice say catch subject land.","What dog home main short. Interview media wrong hospital the mind look. Discussion tree would father much dream.
Second tonight experience. Reach so employee. Control apply case feel gas. Lose include article free.
Near everyone area fish. The early buy education. Dream national word.
Fire model our ready put.
Present head manager learn three like ahead.",120,"positive"
194,93,139,"2025-09-23 18:58:40.668712","call","Several look lot million.","Image keep she month attorney top. She hot social budget action.
Season improve field standard. Instead agree education however speak everybody main.
Different father white sort stage whole.
Billion board let color toward. Summer red tell. Economic effort medical mouth true smile operation state.",169,"positive"
195,131,333,"2025-03-29 18:23:10.308162","other","Receive certainly institution individual suffer.","Last true western number sure source difficult. Job success financial choice behavior environment.
Hour her increase step protect compare offer. Apply increase assume degree movement as. Thousand property point happy cell eight yourself.
Example security camera probably article set. Exactly without lawyer community employee push away. Want send pay relate member own throughout quickly.",98,"positive"
196,137,NULL,"2025-10-05 14:28:10.31678","call","School either analysis pull peace.","Adult recognize movie why prove appear. Public firm especially Republican back arrive. Age physical issue believe water reveal side lawyer.
Foreign so discussion firm. Her direction shake site even. Natural read effect admit.
Sister rule decision offer. What nice drug. Range ok support dream even room. Decide control performance they central throw race shoulder.",153,"neutral"
197,6,235,"2025-08-06 10:05:43.110462","call","Wife mean government knowledge.","Tv size more talk quickly not lot. Drug knowledge cup radio author owner it. Piece open short mission identify soldier.
Send game information protect quickly help life.
Language vote southern medical. Minute state apply often that professor.
Game word town animal hundred thus treat.
Decade again human employee mouth. Yet couple cold chance pick effort to. Actually local player off ball.",183,"neutral"
198,101,NULL,"2025-11-27 06:28:26.186655","other","Reason detail consumer game happen write religious.","Blood range time seem activity. Away hit player. Determine bed citizen notice another stuff manage.
Then represent environmental we near agency. Chance tax dog huge cell.
High science world listen although. So article lawyer.
Traditional more those clearly eight myself always. Claim part mean either per want mouth.
Pretty lay same should.",126,"neutral"
199,61,181,"2025-07-17 20:11:29.593785","showing","Plan seek TV should use with.","Set respond once personal score walk more music.
Class side Mrs eye style cover. Agent partner name ago leg. Able child well.
Front land dark remember pattern source. Way decision cause ball. Take cell worry dark court speak medical.
Soon compare home different easy ahead short. Situation security election.
Threat middle investment reason blue sign maybe.",78,"negative"
200,209,NULL,"2025-06-12 04:23:09.287639","call","Who surface the yourself.","Tree campaign free usually low. Boy actually share very move moment item. Yeah story beyond line dog themselves.
Near friend player factor control common. Know here on now reason response specific.
Hear hold too alone rise wind practice. Science air enter right think good position.
Somebody specific go yet best particular. Rock piece development difference practice maintain.",100,"no_response"
201,101,NULL,"2025-10-28 04:38:44.600787","other","Its natural shake.","Rest role huge product social cover. Movement goal base miss enjoy customer staff.
Economic itself article you mission kitchen. Try whole eat maintain far red behind interesting.
Behind Mr seat drop. Imagine matter candidate policy cause month role mission. Page wear common.
Inside collection remember American. Give moment child cause live. Development technology cost miss candidate.",88,"neutral"
